Video ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
_ozPN-TgPbg,FLOW IS,BEASTLY!!,,,,,,,,,,,,,,,,
MZXIzc6NfHw,POOR BABY!,,,,,,,,,,,,,,,,,
nycYmrpJcbY,PERFECT JOLLIBEE REACTION,,,,,,,,,,,,,,,,,
CVX6o95uFw8,-,,,,,,,,,,,,,,,,,
NxC8eKOhqjw,WEAR YOUR I.D.,PROPERLY,EXIT,,,,,,,,,,,,,,,
woGb-tpn95A,FIRST,TIME!,,,,,,,,,,,,,,,,
1aZblNH361o,SEAFOOD,MENUDO!,(PAGOD AKO),,,,,,,,,,,,,,,
DLP4M8gmdOE,MORISSETTE AMON,SWEET DREAMS,DANGEROUSLY IN LOVE,SWEET LOVE,REACTION PT. 1,,,,,,,,,,,,,
l8FgrLYgvJU,RAINBOW,,,,,,,,,,,,,,,,,
zIO5dwV9Bdc,LAST GUY IS,UNRECOGNIZABLE!,,,,,,,,,,,,,,,,
leI26ssf03c,-,,,,,,,,,,,,,,,,,
GK8bMHuVeuc,101,East,,,,,,,,,,,,,,,,
jeyDC8xrwt4,IMPRESSIVE BUT RISKY!,,,,,,,,,,,,,,,,,
N90og8QI4IQ,THE BEST,SWEET & SOUR TILAPIA,,,,,,,,,,,,,,,,
Ttq5Y1qJOXQ,FILIPINO,WEEK #5,,,,,,,,,,,,,,,,
vUiEWM3ucrA,-,,,,,,,,,,,,,,,,,
PVaxc9l_g7Y,FOLLOW ME EVERYWHERE:,,,,,,,,,,,,,,,,,
BKUAS90sXA4,Pamasko,,,,,,,,,,,,,,,,,
K1BUd-N4Vd0,TWINS FROM,DIFFERENT GENERATIONS,,,,,,,,,,,,,,,,
MhyIi6VZeco,Taeyeon SPARK!,,,,,,,,,,,,,,,,,
Vre8NTDyDgk,-,,,,,,,,,,,,,,,,,
OvjEl_0KUoE,-,,,,,,,,,,,,,,,,,
Hyu6WXJeIA8,CHARICE/JAKE,CELINE DION,BECAUSE YOU LOVE ME,REACTION,,,,,,,,,,,,,,
j799LRuKk2U,-,,,,,,,,,,,,,,,,,
1fGtzDnoLFg,"LAUREN PLEASE REACT TO ""CHARLIE BIT ME"" PLEASE PLEASE",,,,,,,,,,,,,,,,,
-Cj7f90E3RU,SAUCY BEEF,WITH BROCCOLI,,,,,,,,,,,,,,,,
Q1NBbFUfqIY,SO NICE TO SEE,THEM ALL AGAIN,,,,,,,,,,,,,,,,
-K9-pGT52pE,PHILIPPINES VLOG 11,REUNITED WITH MY SONS | TNT BOYS,,,,,,,,,,,,,,,,
X5lKl8tTH9w,-,,,,,,,,,,,,,,,,,
IFCqt11SgoE,I'M VERY HAPPY!,,,,,,,,,,,,,,,,,
VoBRBtMyulw,More than 100 prisoners remain,at large in the Philippines,,,,,,,,,,,,,,,,
wZwehhsV9Yc,billboard,NEWS,,,,,,,,,,,,,,,,
T5Ov65Y_G08,Chinese,Reaction,#KZ Tandingan,,,,,,,,,,,,,,,
glAcnFwAPHo,HIUBANGSHOW,REACTION,,,,,,,,,,,,,,,,
hEo5d6RZtLc,MOMMY'S TALENT,,,,,,,,,,,,,,,,,
49Aqyf3qVrg,SHE'S,ACTUALLY,BETTER,THAN,ME,,,,,,,,,,,,,
25Q25Q2anFk,-,,,,,,,,,,,,,,,,,
EB1OQagmK10,"PANAPOS, OR FINISHERS, ARE USED TO TERMINATE DRILLS BY EXECUTING FATAL BLOWS.",,,,,,,,,,,,,,,,,
B98a_jBm8Io,SCARY...,,,,,,,,,,,,,,,,,
q8m9NsnhOis,FILIPINO,COFFEE,,,,,,,,,,,,,,,,
PHbxrOIvfUw,-,,,,,,,,,,,,,,,,,
yZU5PxyAiR4,-,,,,,,,,,,,,,,,,,
MaXpIhc3bDE,I Love The,Philippines!!!,,Cheapest,Haircut+Shave+Massage,,,,,,,,,,,,,
yTJoJV5VulM,"Wait,",WHAT?,,,,,,,,,,,,,,,,
B6w57nHXjSU,Morissette Amon,Naririnig Mo Ba,,,,,,,,,,,,,,,,
jI7eN3GJwzM,CHARICE WHITNEY MEDLEY REACTION,,,,,,,,,,,,,,,,,
HAHhUCkPcX4,@HOTT SAMN,@HUCKKNUCKLES,,,,,,,,,,,,,,,,
mqOY70QBz7U,-,,,,,,,,,,,,,,,,,
6198lr4fKuo,BEST SB19 DANCER?,,,,,,,,,,,,,,,,,
IDnLLHw-5nc,WELCOME,Puerto Galera,The ♥ of ASIA,,,,,,,,,,,,,,,
qFfUk8JNIIM,FILIPINA GIRL,,,,,,,,,,,,,,,,,
-pAw3q_jRNo,SOLD,HOME,FOR,SALE,,,,,,,,,,,,,,
bgSrBqcY17M,WATCH THIS BEFORE TRAVELING TO SIARGAO,,,,,,,,,,,,,,,,,
NkXFr8d3TFA,BEFORE,THE,PHILIPPINES,,,,,,,,,,,,,,,
kad73yuqYgk,CHEERS 2018!!!,,,,,,,,,,,,,,,,,
e-cgENjq-5A,-,,,,,,,,,,,,,,,,,
MTf_lXqUjmg,LOOK AT THAT WATER!,,,,,,,,,,,,,,,,,
FjoXOLX5U14,DOES SIZE,MATTER?,,,,,,,,,,,,,,,,
2dD8ZEnj2Dg,ANNIVERSARY,& PROPOSAL,,FOREIGNERS REACT TO,JOLLIEBEE VALENTINES AD,,,,,,,,,,,,,
1WX3Fx5hBvY,THE LISTENING POST,,,,,,,,,,,,,,,,,
n1US9aYYpbY,FIRST time.,,,,,,,,,,,,,,,,,
Nk3M8nfWaPY,-,,,,,,,,,,,,,,,,,
JUNBPg6Dxc4,THIS,COLLAB!,,,,,,,,,,,,,,,,
wVmuMBks7Uw,-,,,,,,,,,,,,,,,,,
8GrS-ehuhAg,TAGPUAN,MOIRA DELA TORRE,,,,,,,,,,,,,,,,
N9KOxQznyuk,UBE TIME!,,,,,,,,,,,,,,,,,
5yfg2IgjcVQ,GUESSING,KPOP SONG,IN 5 SECONDS,,,,,,,,,,,,,,,
xqqlmN5JpGw,-,,,,,,,,,,,,,,,,,
sxg_4iFyKTQ,ALJAZEERA,,,,,,,,,,,,,,,,,
qrT3hd9wXiA,MOMMY'S GIFT,From,The,USA,,,,,,,,,,,,,,
N_XcWpa1UPM,The Ahern Family,,,,,,,,,,,,,,,,,
MfL51n5uSgU,DUHA KA BRAD?,,,,,,,,,,,,,,,,,
iGJ3TuxAGTM,BIG PRESENT!,,,,,,,,,,,,,,,,,
eUPnAZRzbGY,NCTU 127,Limitless,Making it Rain,,,,,,,,,,,,,,,
cpM7ICkPZD0,MOIRA,DELATORRE,,,,,,,,,,,,,,,,
2xfh3dHDGKE,Jollibee,PROPOSAL,REACTION,,,,,,,,,,,,,,,
CP6XU_Hymbo,IOI=VSΓ,,,,,,,,,,,,,,,,,
uac71ebfZi0,MORISSETTE AMON,RISE UP WISH 107.5,REACTION,,,,,,,,,,,,,,,
bBmMvJp-8AE,SO MUCH SOUL!!,,,,,,,,,,,,,,,,,
nu3_Dko3ETo,Superstitions In The:,,,,,,,,,,,,,,,,,
urxd9p2TeNQ,-,,,,,,,,,,,,,,,,,
-uGZw7dEo0M,WHO WILL TAKE,THE CROWN??,,,,,,,,,,,,,,,,
uO3hlDiOBpQ,-,,,,,,,,,,,,,,,,,
NJz1VnMofRQ,FOREIGNERS,TOUCHED!,,,,,,,,,,,,,,,,
_U9dMowsscM,-,,,,,,,,,,,,,,,,,
UocgmBAJ2sM,FILIPINO DISHES,FACTS ABOUT ADOBO AND SISIG,,,,,,,,,,,,,,,,
-kvqIM4VbDs,IT'S RAW &,IT'S GOOD,,,,,,,,,,,,,,,,
ge3CErSC1G0,MORISSETTE AMON,2017 ASIA SONG,FESTIVAL,REACTION,,,,,,,,,,,,,,
_H3r3sZcP7s,Half Chicken???,,,,,,,,,,,,,,,,,
hVuYi1Oaxh0,-,,,,,,,,,,,,,,,,,
FvbS69_O6_M,-,,,,,,,,,,,,,,,,,
AVGPPj3c-b0,-,,,,,,,,,,,,,,,,,
E-P51HV46sQ,-,,,,,,,,,,,,,,,,,
OOtXYClaig4,WOAH,,,,,,,,,,,,,,,,,
N2-dlmHYpZ0,The Best Lechón,Crispy!!!,In the Philippines,,,,,,,,,,,,,,,
4ze-iguca1E,STICH SHIPS HIMSELF,WITH KRISTIA CHOO!!!!,"HER SMILE,,,,,",REACTION!!,,,,,,,,,,,,,,
flWyIQJ13_Y,STEAMED FISH WITH MAYO,,,,,,,,,,,,,,,,,
ESsG2ilidCI,EARGASM,MORISSETTE,AMON,SLAYING IT AGAIN,,,,,,,,,,,,,,
aT6vT_5bXnY,THE,CHICHARON,CAPITAL,,,,,,,,,,,,,,,
agXtngn7hyI,My Neighbor,Charles. EP. 179,,,,,,,,,,,,,,,,
NpWKaeHg_3Q,ANOTHER KISSING SCENE,MOVIE FOR,ALDUB,"""MEANT TO BEH""",,,,,,,,,,,,,,
vsAi-9CXgrU,THIS IS IN,THE PHILIPPINES?,DAY 2,ROADTRIP,BAGUIO CITY,,,,,,,,,,,,,
_I3AFgW2bOY,Suggested: HOW TO TRAVEL THAILAND (),,,,,,,,,,,,,,,,,
rAfu0-y2Jp4,TOP 10 REASONS,,WHY U,NEED TO,VISIT THE,PHILIPPINES,RIGHT NOW!,,,,,,,,,,,
7k-AQ4TzMbs,KZ TANDINGAN,2 LESS LONELY,PEOPLE IN THE WORLD,REACTION,,,,,,,,,,,,,,
UjcEMdzQjyA,BETTER THAN ADELE,,,,,,,,,,,,,,,,,
tkdBIqvQAy8,Doon Doon!,,,,,,,,,,,,,,,,,
749yjbn751o,DOT.,KAVEZA,,,,,,,,,,,,,,,,
KtyE8CJUnqA,SPIRAL BUFFET MANILA,10 PLATES,,,,,,,,,,,,,,,,
Dd8xFySnZSA,WHO DID,ALL BY MYSELF,_Climax the Best?_,MY FAVORITE IS...,,,,,,,,,,,,,,
-DNUgid1yik,EPIC WAR MOVIE IS EPIC,INDONESIANS REACT TO,HENERAL LUNA MOVIE TRAILER,,,,,,,,,,,,,,,
nwCLiX26A7Y,SB19 Bakit Ba Ikaw,,,,,,,,,,,,,,,,,
QwEDNJWdozE,PHILIPPINES VLOG 19,~ EPILOGUE & ANNOUNCEMENT ~,,,,,,,,,,,,,,,,
JR0jhnzM5VU,-,,,,,,,,,,,,,,,,,
wHUXmjlB1lo,AMAZING TALENT!,,,,,,,,,,,,,,,,,
wpWhNzGxLdM,WTH?,,,,,,,,,,,,,,,,,
w-F95h68l28,REACTION,,,,,,,,,,,,,,,,,
pIjt4jnvvqI,SOUTH CHINA SEA,DRAMATIC CONFRONTATION,,,,,,,,,,,,,,,,
8qbrBlk8Xpc,-,,,,,,,,,,,,,,,,,
f0_HJ7CQOXY,Jollibee,FILIPINO,WEEK #3,,,,,,,,,,,,,,,
Iz82xzqimBo,PHILIPPINES VLOG 15,~ HANGING OUT WITH BUGOY ~,,,,,,,,,,,,,,,,
sqw2bkYDK5M,WHEN I WAS YOUR MAN,REACTION,,,,,,,,,,,,,,,,
4C4KH01N6J4,EXPLORING TAGATAY,PHILIPPINES,,,,,,,,,,,,,,,,
SFvO4qGbhUw,-,,,,,,,,,,,,,,,,,
TxH11V_I7jk,LIKE FATHER,LIKE DAUGHTERS??,,,,,,,,,,,,,,,,
-GE8hSBKfRo,PHILIPPINES VLOG 01,- PREPARATION -,,,,,,,,,,,,,,,,
wD9lqcEvhgw,ENGLISH LETTER,,,,,,,,,,,,,,,,,
bdHJMtYcIpc,SARDINAS,SOTANGHON,,,,,,,,,,,,,,,,
xkx3Emwq0mQ,YOUR MOTHER,DOESN'T WORK HERE.,"SO,",PLEASE CLEAN UP YOUR,OWN MESS!,,,,,,,,,,,,,
MsnU_rv9cwg,"Tierra de dichas, de sol y amores",en tu regazo dulce es vivir;,"es una gloria para tus hijos,","cuando te ofenden, por ti morir.",,,,,,,,,,,,,,
xmgPcMsJBnw,DREAMER,,,,,,,,,,,,,,,,,
swDXRK8larA,-,,,,,,,,,,,,,,,,,
UbWN31wO718,WHAT'S FOR,Noche Buena?,PANCIT,,,,,,,,,,,,,,,
i-2A58808Hw,GAV IS SO CUTE!!,,,,,,,,,,,,,,,,,
H0wALN2S-lw,OK!,,,,,,,,,,,,,,,,,
_eeqXw2u67c,FILIPINO SAUSAGE BURGER,,,,,,,,,,,,,,,,,
ddwf9vdHqH4,NO NEED TO USE,MY FINGERS LOL,,,,,,,,,,,,,,,,
EJS5DdPtwQA,MORI-STUNNING!,REACTION,,,,,,,,,,,,,,,,
M64O_-b6I5k,PHILIPPINES VLOG 27,MORISHAY & LAST SUPPER,,,,,,,,,,,,,,,,
V8fAfWx5qAw,BACK FROM THE PHILIPPINES,,,,,,,,,,,,,,,,,
QVp3nt5oZk0,PACIFIC,RIM,VIDEO,,,,,,,,,,,,,,,
Li8ixiIU_OU,PORK,DUMPLING,,,,,,,,,,,,,,,,
uDIWVhClXZs,-,,,,,,,,,,,,,,,,,
MUuNxCftgAo,PINANGHAWAKAN,,,,,,,,,,,,,,,,,
VdHyQ_3MY4Q,IS THIS INTENDED FOR,ZEINAB HARAKE?,,,,,,,,,,,,,,,,
i876LXJgsok,Filipino,Food,Rules!,,,,,,,,,,,,,,,
1w_XPOGRbe4,VERY SIMPLE!,,,,,,,,,,,,,,,,,
BZIpT4eZsM0,PHILIPPINES VLOG 28,- REHEARSAL & LUNCH WITH JONA -,,,,,,,,,,,,,,,,
uVMdj3ajzgI,CHAMPORADO,WTF?!,CHOI,,,,,,,,,,,,,,,
3RNCUZxkeOc,PHILIPPINES VLOG 16,~ EATING BALUT ~,,,,,,,,,,,,,,,,
KJokymeZ5fg,Wish™,107.5,,,,,,,,,,,,,,,,
hQ1THksvawg,If you are a boy and want to walk around in,speedos,,,,,,,,,,,,,,,,
3AIDXxMRmVs,SHE SANG 👀,IN TAGALOG!,,,,,,,,,,,,,,,,
VIc9ZEfCp1s,S5 E3,RECORDING,STUDIO,,,,,,,,,,,,,,,
s75l6DVI6WA,sky news,,,,,,,,,,,,,,,,,
PA8Xp8zG8lY,-,,,,,,,,,,,,,,,,,
Qt1rMha-9sA,PHILIPPINES VLOG 06,MEETING MORISSETTE AMON,,,,,,,,,,,,,,,,
Xfx7OFoGS6Q,JULIE ANNE,Best Female Teen Performer,,,,,,,,,,,,,,,,
mTmgaxtgSJ8,-,,,,,,,,,,,,,,,,,
15jelO2VXY8,-,,,,,,,,,,,,,,,,,
xaTQazKQxHo,The Most Advanced,Country in the World,WHAT?????,,,,,,,,,,,,,,,
u9Jtlhv1IX8,PHILIPPINES,CORONAVIRUS,,,,,,,,,,,,,,,,
TfaadsvOoTk,THE TEARS WON'T STOP!,REACTION,,,,,,,,,,,,,,,,
one1UjZWemc,STANDING,OVATION,,SHE HAS IT ALL,,,,,,,,,,,,,,
Au_lwwhYCso,maletime16,,,,,,,,,,,,,,,,,
SxaJXThoQfI,IN A,TRICYCLE?,,,,,,,,,,,,,,,,
S30lHmk3-vU,JULIE ANNE SAN JOSE,SORRY × MAN DOWN,REACTION,,,,,,,,,,,,,,,
vw1beH35Mx0,IF FREDDIE MERCURY WERE FILIPINO,,,,,,,,,,,,,,,,,
hjdUxIhF0n8,ANGELICA HALE,WITHOUT YOU,AGT17,REACTION,,,,,,,,,,,,,,
TiyxdTPnL9o,FILIPINO UBE DONUTS,,,,,,,,,,,,,,,,,
uc7gHNhLmz8,Las Vegas Buffet,FOOD TRIP !!!,,,,,,,,,,,,,,,,
pSWBoT47RRU,PHANTOM 3 5,,,,,,,,,,,,,,,,,
Vjz_KPjnf4w,PARTY TIME!!,REACTION,,,,,,,,,,,,,,,,
p_LIjjqvh0o,-,,,,,,,,,,,,,,,,,
3vsxfxoKTvM,Graphic images,on the streets,of Manila,ALJAZEERA,,,,,,,,,,,,,,
JlFh376OLag,MILLIONS OF VIEWS!,THIS IS,NOT,AKIN KA NA LANG!,,,,,,,,,,,,,,
ALnW-6PzjaI,This is the Philippines,,,,,,,,,,,,,,,,,
1IsOL4lFIUI,FOREIGNERS PHILIPPINES,ROAD TRIP,WHEN THINGS GO WRONG...,,,,,,,,,,,,,,,
d0zi0QHXCiI,EATING,KOREAN DOG!,ASO! SARAP!,DOG!! NO. ......LOLZ!!! :D,,,,,,,,,,,,,,
4JyhBkXMymo,FILIPINO-,HAWAIIAN,COOKING,,,,,,,,,,,,,,,
4Ekd1OGwPyE,CLOSED,NO PARKING,,,,,,,,,,,,,,,,
t1bBhtyaJ5A,-,,,,,,,,,,,,,,,,,
bHz1JJPk7_k,NOOBS!!!,,,,,,,,,,,,,,,,,
Uhck2wAnabo,FILIPINO,LECHON,,,,,,,,,,,,,,,,
qYBWuoXxWPw,MORISSETTE AMON,RISE UP,LOVE GALA,CELEBRATION,REACTION,,,,,,,,,,,,,
uj0IhpcVqw8,IS,PINOY-BAITING,A REAL THING??,,,,,,,,,,,,,,,
Rsr0FhjGATU,I'M SO,HAPPY,THAT I FOUND,THIS!!!,,,,,,,,,,,,,,
-YnmcFu23MY,SO GOOD!,VOL 27,,,,,,,,,,,,,,,,
P3J2tPEWMC0,I LIKE TO PARTY,ON THE WEEKEND,,,,,,,,,,,,,,,,
wKOEMeOz9kI,Night Market,,,,,,,,,,,,,,,,,
4XdkQzkWRR4,INDONESIANS REACT TO WISH 107.5,Michael Pangilinan,"covers ""Lay Me Down""",,,,,,,,,,,,,,,
GxzuHLXh1L4,"MOIRA, SARAH, AND REGINE!",,,,,,,,,,,,,,,,,
foWS1bvk5Xg,American,Tries Pancit..,,,,,,,,,,,,,,,,
zk-3GgEdXFA,WHY PHILIPPINES?,LEGITIMATE REASONS?,,,,,,,,,,,,,,,,
xetiqNPjrig,BEST ACCENT,,,,,,,,,,,,,,,,,
o1YIuxuEggs,ALMOST PERFECT!,ALSO KILIG,,,,,,,,,,,,,,,,
dpLIXO9A6F4,CREAMY CHICKEN PASTEL,,,,,,,,,,,,,,,,,
8okXNtmPNiw,FEELS,,,,,,,,,,,,,,,,,
oEnVBNnNBYA,A.C.E,SAVAGE,,,,,,,,,,,,,,,,
o0fdUa1b3i0,REACTION VIDEO!!,,,,,,,,,,,,,,,,,
LaBK5S-Xt8c,RV PACIFIC RIM VIDEO,,,,,,,,,,,,,,,,,
Unrf5IT1Rt8,workpoint,,,,,,,,,,,,,,,,,
2tBJ0vkDgrU,MIKE'S NEW GIRLFRIEND,,,,,,,,,,,,,,,,,
b7HQU_--Qdw,필리핀 세부 이수경 & 오나미,오슬롭에서만 만날 수 있는 고래상어,WOW THEY ARE,HUGE!!,,,,,,,,,,,,,,
lXxABQpAEIc,@HOTTSAMN,@HUGKNUCKLES,,,,,,,,,,,,,,,,
HoxQ7aAcVxE,-,,,,,,,,,,,,,,,,,
TX084JSd-1I,PAULINE AGUPITAN,AND I AM TELLING,YOU,REACTION,,,,,,,,,,,,,,
mLYbPC_wd-8,ALJAZEERA,,,,,,,,,,,,,,,,,
7L7ll4tqVNg,FIRST TIME!!!,,,,,,,,,,,,,,,,,
FNShpic_21I,8 DAYS IN,8 MINUTES,REACTION,,,,,,,,,,,,,,,
DvwI8ZemN78,WHAT HAPPENED?,"SORRY,",DADDY,LIFE IN THE PHILIPPINES,,,,,,,,,,,,,,
pe4dwAGhOcU,Panlasang Pinoy,,,,,,,,,,,,,,,,,
y-caJXqQf-I,So sad.. I cried,,,,,,,,,,,,,,,,,
T7RbuYIJ4zc,CYBERWIDGET,,,,,,,,,,,,,,,,,
xaWBf6Y_OIk,CUESHÉ ON WISH !,,,,,,,,,,,,,,,,,
zNRM1cWxnJI,TOCINO-,-ADOBO-,-TOCINO!,,FILIPINO,COMFORT,FOOD!!!,,,,,,,,,,,
StmYDJkxCyM,Wish,107.5,,,,,,,,,,,,,,,,
f9fvqP29XbQ,HOLD UP!,,,,,,,,,,,,,,,,,
ip4GCBsb77g,Celebrating,Sweet Sunday,,,,,,,,,,,,,,,,
KYOxZlAJ5bQ,INDONESIANS REACT TO,8 DAY IN PHILLIPPINES IN 8 MINUTES BY NAS DAILY,,,,,,,,,,,,,,,,
5Rb7adnfzZ4,Our food comes from an incredibly rich culinary history,,,,,,,,,,,,,,,,,
RKnf6RL_9LE,TNT KIDS TRIO,,,,,,,,,,,,,,,,,
BB7UNULD-ek,-,,,,,,,,,,,,,,,,,
PB19pMM-JDk,3 TANS AT THE TOP!,,,,,,,,,,,,,,,,,
m4HE0vBeSRg,ANGELICA HALE,GOLDEN BUZZER,GIRL ON FIRE AGT17,REACTION,,,,,,,,,,,,,,
tlsOlBzEp1Y,AMAZING!,,,,,,,,,,,,,,,,,
NrdeLytproA,ANTONY BLINKEN,US-PHILIPPINES TIES,,,,,,,,,,,,,,,,
xJIyh5ibC2w,FILIPINO REACTS:,MISS UNIVERSE!!!,,,,,,,,,,,,,,,,
ajBG_d-MiGU,IF,LADY GAGA,WERE,FILIPINO,,,,,,,,,,,,,,
a-syc1wfO8o,MANILA TO MINDORO,OUR FIRST RORO RIDE,,,,,,,,,,,,,,,,
c9m7UKSzmGE,GARY VALENCIANO,MR. PURE ENERGY,SPAIN,REACTION PT. 1,,,,,,,,,,,,,,
BqmsdI98W8U,오리온,포카칩,ohio,감자칩의 풍성한감자칩,,,,,,,,,,,,,,
ZyUVb0Vvb9E,I LOVE THIS SONG!,,,,,,,,,,,,,,,,,
jEkPH8IdduY,FUNNY EXPERIENCE!!,,,,,,,,,,,,,,,,,
79EQQxzhClI,BREAKFAST LUMPIA!,,,,,,,,,,,,,,,,,
QGLLDOJsccM,@HottSamn,@HugKnuckles,,,,,,,,,,,,,,,,
_uoLzjMODws,NAKAKAMISS,,,,,,,,,,,,,,,,,
f6ewf00cTzY,SARAP!,,,,,,,,,,,,,,,,,
gloEV_0hPaA,COOL & UNIQUE!,REACTION,,,,,,,,,,,,,,,,
AMvxJDDvJdU,FIRST,TIME,Jet skiing,,,,,,,,,,,,,,,
mERBc57aqTU,SHE IS BACK!,,,,,,,,,,,,,,,,,
V1jN2xXYcN0,KATRINA,,,,,,,,,,,,,,,,,
-L4QaGucxdE,Upscale,Pinoy,Grocery,,,,,,,,,,,,,,,
_-bO7-GLUms,ANGELICA HALE,,,,,,,,,,,,,,,,,
i2iHSPqPJFw,SEXY JADINE,PERFORMANCE,MUST WATCH!,,,,,,,,,,,,,,,
0xCOH15OaqM,SB19,WHAT?,,,,,,,,,,,,,,,,
UCAxDSsYTV8,INSTAGRAM,RAID,,,,,,,,,,,,,,,,
hxdx7lSG0q0,ALJAZEERA,,,,,,,,,,,,,,,,,
bfd-fBTCFuI,What to,Bring to:,,,,,,,,,,,,,,,,
Ng7YzMg1ZRA,Until...,,,,,,,,,,,,,,,,,
mtzp34Sr5pQ,FILIPINOS,OH HOLY NIGHT,CLIMAX!,,,,,,,,,,,,,,,
hFbjVsBRwgM,BABY WILLIAM!,,,,,,,,,,,,,,,,,
9EnZ42PI86s,Wish,107.5,,,,,,,,,,,,,,,,
yTG6XvLKpD0,VICE CAN,SING!!!!!,,,,,,,,,,,,,,,,
uRQ1hPfIWUA,SARAH IS EPIC!,INDONESIANS REACT TO,,,,,,,,,,,,,,,,
qU9Qi6FZTP4,MOIRA,DELA TORRE,,,,,,,,,,,,,,,,
f-RqI_1OvL8,REACTION!!!,,,,,,,,,,,,,,,,,
MaJ58_NluiY,MOIRA DELATORRE,,,,,,,,,,,,,,,,,
3kPcshmL5Ds,LISTEN,,,,,,,,,,,,,,,,,
rPwOx_qkwNc,HES SO,ENERGETIC!!,REACTION,,,,,,,,,,,,,,,
7dRGee6bay8,배틀트립,신년특집! 다라투어_마닐라,필리핀 디저트 3대장,마닐라 베이,나카 바이다채로운 매력,,,,,,,,,,,,,
kp6yim5sllk,PHILIPPINES VLOG 31,- JONA'S FIRST VLOG -,,,,,,,,,,,,,,,,
B_AWKia3H5k,ALJAZEERA,,,,,,,,,,,,,,,,,
7f_WRx6SEEE,ALJAZEERA,,,,,,,,,,,,,,,,,
Nk-4mQGod7M,YOUTUBE,CRIT,,,,,,,,,,,,,,,,
TuLGJKti1RE,THIS,IS,SO,GOOD!,,,,,,,,,,,,,,
g1iVT1dZbNQ,SINGING,I WEAR SPEEDOS,AT MY FAMILY PARTY IN CANADA,,,,,,,,,,,,,,,
WFDr--cisA0,PALENGKE TIME!,,,,,,,,,,,,,,,,,
dV77wUwPmMc,MORISSETTE AMON,I LOVE YOU,GOODBYE,REACTION,,,,,,,,,,,,,,
wNZFPIK4esk,-,,,,,,,,,,,,,,,,,
z1Y3EBAexow,KFC,McDonald's,,,,,,,,,,,,,,,,
cPdIKW1T2do,#GGVSabiNaHappyEh,GGV,ALL MY LOVE WITH YOU,,,,,,,,,,,,,,,
g0bR4rQN-80,TAGALOG WORD,CHALLENGE,,,,,,,,,,,,,,,,
3Tt8xioiz5o,-,,,,,,,,,,,,,,,,,
mVrLf63yGsg,JONA SOQUITE,GREATEST LOVE OF ALL,THE VOICE TEENS PH,REACTION,,,,,,,,,,,,,,
6JZejj3aQPo,F ↔ P,,,,,,,,,,,,,,,,,
FemMb4ibGUs,AWESOME!!,REACTION,,,,,,,,,,,,,,,,
mFRzWwhJYLI,PHILIPPINES VLOG 06,UNPLANNED ADVENTURES,,,,,,,,,,,,,,,,
EV0Rpj0eQvs,THE 4TH WISH MUSIC AWARDS,,,,,,,,,,,,,,,,,
jNRcRMX1cg8,JOLLIBEE,UPEEPZ,,,,,,,,,,,,,,,,
kns1fdrf4VU,FILIPINO FOOD,,,,,,,,,,,,,,,,,
_8gxqr9eiuU,-,,,,,,,,,,,,,,,,,
ignMZ_hH4xU,ARE YOU,KIDDING ME?!,,,,,,,,,,,,,,,,
PJY02BbC-e0,COUPLE GOALS,,,,,,,,,,,,,,,,,
CuwdMHCVd3U,VOW,,,,,,,,,,,,,,,,,
hQAG3DnkmIs,WORLD,HIP HOP,DANCE,CHAMPIONSHIP,,,,,,,,,,,,,,
FIKrtOQMXe0,CAN KOREANS,DAB??,,,,,,,,,,,,,,,,
qhWeTnkS05U,HALA KANO!,,,,,,,,,,,,,,,,,
qRuXXRsEafM,BAKIT AKO DUMAYO,PARA SA SUMAN?,,,,,,,,,,,,,,,,
mBluatQv9b8,JOLLIBEE!,REACTION,,,,,,,,,,,,,,,,
iAgf9aWOhFM,Sam Shoaf -,'That's What I Like',Cuuuuuuutie !!,,,,,,,,,,,,,,,
L4-2PXNXz-I,-,,,,,,,,,,,,,,,,,
mRnaCEF277o,BRAIN,GRAVY,,,,,,,,,,,,,,,,
Rg9g0AB7I7Y,WHO SANG DESPACITO BETTER?,Who is the best?,,,,,,,,,,,,,,,,
zDwuJgLNJbc,TRY LOCAL FILIPINO,FOOD!,,,,,,,,,,,,,,,,
3N6snWMfZTo,-,,,,,,,,,,,,,,,,,
9wfpt2O5Ems,KENNY,CANEDO,,,,,,,,,,,,,,,,
UKQE1-9Rtps,PHILIPPINES VLOG 12,3 FILIPINOS AND A MAORI,,,,,,,,,,,,,,,,
qF86PuxmFK0,JOVYS GRILL,FILIPINO FOOD IN SEOUL,,,,,,,,,,,,,,,,
U5ncjwIO0bQ,MEGHAN TRAINOR - NO EXCUSES,MUSIC VIDEO REACTION,,,,,,,,,,,,,,,,
NlKkIA5lW-Q,GETTING OUR FILIPINO,DRIVERS LICENSE,,,,,,,,,,,,,,,,
CETKSKaCIrQ,MAX'S STYLE,FRIED CHICKEN,,,,,,,,,,,,,,,,
ozu82n8mHFM,MANILA  LI,,,,,,,,,,,,,,,,,
-sLNP_kZwL4,PHILIPPINES,MILITARY BASE,,,,,,,,,,,,,,,,
dLo695R9_oU,WHERE IS THE,TIYANAK??!,,,,,,,,,,,,,,,,
gda3XFGIBDc,THIS IS THE PHILIPPINES?,,,,,,,,,,,,,,,,,
CptTcOYWfcY,30th....,,,,,,,,,,,,,,,,,
